,tweets,label,username,location
3373,"@TFProgressive @NguyenThiCat @poppashot59 @tjwatson0403 Which party was that?
How�d they do?
I've written in Bernie on my ballots but not this time!
Writing in Bernie is a protest vote. A throw away vote.
Beating trump was too important. So yea, I held my nose and voted for Biden.
Who did you vote for?",,GinoBambino19,
3374,"@bob75757887 @dquack75 @ichbinmandryka @RandPaul So Trump is a lying POS is he?
He purposefully put a vaccine out there to KILL y'all?
He is lying &amp; a delusional ""liberal"" when he confirms he was vaccinated &amp; boosted?
He is a Karen for pointing out that the Science shows the vaccine will keep folks safer?
Give me a break ?",,MaggieMollyMe,USA
3375,"@theflamingcon @PlusStebe @robertmferguson @CancelDaddy @MCunninghamAJC @PlankySmith @Pliny_theElder @EricRWeinstein The El Paso shooter is a good example. His manifesto which he posted online, before he targeted and murdered Mexicans in a Walmart, sited the speeches and works of trump and others, saying immigrants are rapists and murderers who are taking over the white vote. Just 1 example",,capitalistslav3,
3376,"I can't help these Trump Officials thought it a good idea to kill my family and collect the money.

Must have thought it from higher up. Go UP an octave...not down.",,the_yaldo,
3377,"2019: There's a deadly virus out there that's going to kill hundreds of thousands in this country alone.
Trumpers: Operation Warp Speed!
Trump in 2020: It'll just go away. I won't wear a mask.
Trumpers: Bill Gates! Microchips! You won't get pregnant! Sit in at Burger King!",,JeffCohenwriter,New Jersey
3378,@OccupyDemocrats You were probably sitting there calling the BLM riots peaceful protest work shoe. LOL. So let's see you lie about the proud boys being Trump's boys because they're not. So why is it that you can never actually speak the truth you always have to twist it? Do you work for CNN?,,Vito87610902,
3379,@Jim_Jordan Trump didn't kill Obamacare. No infrastructure legislation. Didn't drain the swamp. Didn't jail Hillary...etc.,,Snowflake_ennui,"Ennui, TX"
3380,"@berniemoreno @DrJBhattacharya Trump, Republicans, &amp; right-wing media are to blame for the prolonged pandemic. They lied to the American people about the severity of the virus. They pushed quack cures. They convinced people to not get vaccinated. They helped kill 800,000 Americans. LOCK THEM UP! https://t.co/zXI7O8Ntnw",,CarchariasCee,Northeast Ohio
3381,strange how I can simultaneously be extreme communist freedom hater for suggesting everyone wear masks here at home and be extreme trump supporter who wants to kill everyone for saying maybe shutting things down isn't worthwhile at nyu,,itsnotdeliveroo,"Greenville, SC"
3382,"It is Wednesday December 29, 2021, 14:26:01. Joe Biden has not restored immigration opportunity to those denied under the Trump Administration's racist ""Muslim Ban"".",,tankiebot69420,
3383,@FoxNews Didn�t Trump tell us that this would be over by summer.. �The heat would kill it off�,,justmyo80178031,"Florida, USA"
3384,"@ChrisJay00R @AdamKinzinger The tweet was deleted.  I think it was something about how God, Trump and guns will save you.  But was encouraging you to kill democrats� ya know typical republican stuff� so move along",,bonesandfur,
3385,"@k9_keno @1nt3ll1v01c3 @HughesSarge Biden didn't kill anyone. During Trump's presidency, 64 died, was Trump their killer? War always takes its toll. The most important thing for Americans is that it is now over. Biden received and expressed grief for every 13 victims who died. This is how real president works.",,RocknRo72141495,
3386,@VICTORYSCR33CH the only LGBT I support is Liberty Guns Beer and Trump,,scrowch_is_hot,dr.strange ass|purebred omega 
3387,@zrearick I see you live in Pennsylvania. Trump appreciated your 2016 protest vote (or non-vote).  Too bad it didn�t matter this time around. https://t.co/RwFDgZk8M5,,LeftinMyHeart1,
3388,@bruceogi1 @MeidasTouch Trump brought back the firing squad when he was planning on rounding up Democrats to kill for protesting. They constantly talk about wanting to die for Trump. Seditionists and insurrectionists would normally get something like that back in the day.,,DogStarGirl,
3389,Michelle Obama would beat Trump. I would beat Trump. Anyone would beat Trump because the fucker's going to jail.,,bigredleroy,California
3390,"@joncoopertweets DONALD TRUMP KNEW THERE WOULD BE VERY LARGE CROWDS NEARING 100k+! That is why he requested 10,000 guardsmen...Pelosi and Bowser balked...How does that make you feel?
FYI- THERE WAS NO LOOTNG, TORCHING, TRASHING OR DEFACING...IT WAS A PROTEST TURNED RIOT!!!",,PastorHovey,
3391,"The January 6th Capitol insurrection according to Republicans

It never happened, it was all in your head

It was just a peaceful protest

The rioters were Democrats, ANTIFA, BLM people and space aliens disguised as Trump supporters",,Waterdragon1288,In a cave in Auburn AL
3392,@JThrock45_ @Notgoingtolike1 Remember when trump said it would be gone in a week... or that the warm weather would kill it off.  Then bragged about getting the vaccine out so quickly which ironically none of his supporters want to get,,jonobgood,OHIO
3393,"@ShootyMcSnipe @DavidPick33 @spud1_ The point is that Trump said there were fine people on both sides, and there were not.

When pressed, Trump claimed he meant those protesting the removal of the statue-but they weren�t represented there.

Trump even made up seeing a quiet protest on TV on the night before.",,LundThf,
3394,"@kenbax47 @Reuters Used the Trump profile pic in protest to Twitter banning his account. But sure, ignore the glaring lack of leadership that you�ve elected.",,ConsConscious,
3395,"#MAGA Trash Trump Terrorist

No sympathy moron. While on pre-trial release you tried to flee from a DWI and they found an AR-15 and 60 rounds in your car.

�Just kill me now�: Jan. 6 rioter who led initial breach at Capitol ordered back in jail https://t.co/7PJfMj5C7f",,RepublicanSwine,Binary
3396,"@AtlantaConserv1 @thehill Lol, okay bud. Keep thinking that, considering the economy is booming and the pandemic is on its way out, Republicans won't have much to campaign on in 2022/2024 other than the insurrection and Trump encouraging people to shove bleach up their ass to kill COVID.",,jaredagilmore,
3397,@DVDayles @Christi73240401 @Robin621k @ByronYork @jayobtv Better to trust the government than Trump supporters who sided with Covid because Trump thought it would kill off his opponents.,,Paposaurus,"Miami, FL"
3398,"Bin Laden didn't fly the planes But he was guilty. Charles Manson didn't kill anyone But he was guilty. Hitler didn't operate the camps But he was guilty. Trump didn't storm the Capitol But he planned organized, promoted 'Be There Will Be Wild!' &amp; Incited https://t.co/3Sd48GpRnN https://t.co/x86QeVnRRI",,MisterSalesman,Universe 
3399,Via @RawStory: �Just kill me now�: Jan. 6 rioter who led initial breach at Capitol ordered back in jail https://t.co/zz163u3q4J | #politics #trump #corruption,,thejoshuablog,new york city
3400,"@johncryan @RonFilipkowski It is better than their Starbucks protest where they go in, buy a very expensive drink, say their name is Trump so the Barista has to announce Trump's name, thus owning the libs.",,TazioNuvolari37,
3401,Republican election strategy is to murder Republicans. My latest on DailyKos #COVID19  #Trump  #biden #elections #democracy  https://t.co/CybVj5Mz1w,,EricJHensal,"Silver Spring, MD, USA"
3402,"@joncoopertweets Let me use Trump�s words here: AG Garland ""is a do-nothing attorney general. Our nation is full of [white supremacy insurrectionists] and they�re willing to kill elected officials who go against their views.""",,Breaking_2018,"Kentucky, USA"
3403,Donald Trump is going to Canada to kill  rocks,,Ingi_2,
3404,@Burner_for_fun Yeah he could probably kill twice as much people from covid as Trump did and still do well with these 3.,,whodgins,Castlegar
3405,"@RepThomasMassie I would. If people won�t get vaccinated to protect themselves and their countrymen, then they are the problem. They are reckless and trying to kill people to own the libs and sabotage this country to get Trump back into office, since his handling of the pandemic cost him in 2020.",,SinatraMario1,"California, USA"
3406,Donald Trump is turning the cows gay with chemicals.,,Alex_Jones_Bot,
3407,"@yemxgrunt Laughable

Same thing when Trump put in place the �mUsLiM bAn�

Biden was a genious for doing the same",,SideshowCrypto,
3408,"@LicoriceMedusa @HadleyFreeman MRAS are on the GC side. Look at all your allies. The Trump kids, a number of far right Nazi type people, Putin, people who oppose LGBT+ rights, those who would take away things like Roe vs Wade in America.",,designs_william,"East Midlands, England "
3409,"@MitchRa69202095 @lewintermusic She meant protest. With words. Not violent sedition &amp; extensive prop damage

""If you see anybody from Trump's Cabinet in a restaurant, a department store, at a gasoline station ... create a crowd, push back on them. Tell them they�re not welcome anymore, anywhere."" ~Maxine Waters https://t.co/wXu0GtBZBj",,andreagail_k,CA
3410,Joe Biden be like I'm 10 times better than Donald Trump I'm going to kill more people than he did https://t.co/cLEWSqCgrT,,JoannLay7,
3411,@CREWcrew What are you smoking?  Why would you engage in such hyperbole?  If Trump wanted an insurrection and asked tor it. A million or more would have shown up in tactical gear armed to the teeth. Not throw a protest with an idiot in a fur diaper and a Viking helmet as the leader.,,JBino9,
3412,"@loudthorpe @OccupyDemocrats The Government of Putin (GOP) directed Donald Trump on order from Vladimir Putin to Grift America, Weaken America, Kill Americans, Ignore the position of Commander-in-Chief, &amp; Violate the Constitution to destroy American Democracy! They only wish Americans death and destruction! https://t.co/lHr5LUOVeE",,Falcon3911,Illinois 
3413,"@herntaven They're actually very similar. The US at the time did not care about it bc it hurt ""the right people"" as Trump thought of blue states/big cities and Biden now says of the unvaxxinated. In fact it hurting the LGBT community the most led to little research going into it to the...",,J65985889,
3414,@Alikazam69 @Nice_GuyEddie Keep up the denial Im sure that even at the expense of truth and a moral compass u wont let it stop u rocking up at Hospital if you get sick or maybe u r taking one of Mercolas snake oil remedies or as Trump suggested injecting bleach to  kill the virus stay well!!,,martyn_board,
3415,@Keck553 The 4 years of lies and hatred sewn by the MSM. Trump is going to kill us all!! Russia Russia Russia!! It's Good(us) vs. Evil(them)!! It's ok to censor a sitting president and millions of Republicans because we know it's for the better good!! Blah blah blah,,alizak68,Mostly in my head.
3416,"@RepStefanik Stefanik�s 2021 in Review

? LIED about massive voter fraud
?Signed on to the kraken lawsuit
? Voted to decertify electors
? Opposed a bipartisan investigation into 1/6
? Stood with Trump as he declared our election an �insurrection� &amp; 1/6 a �protest.�
? Betrayed USA https://t.co/rD2DhOsczp",,FrankFunaro,New York City
3417,"It is Wednesday December 29, 2021, 13:26:01. Joe Biden has not restored immigration opportunity to those denied under the Trump Administration's racist ""Muslim Ban"".",,tankiebot69420,
3418,"Siri, how did Joe Biden kill far more than Donald Trump? https://t.co/G1STCW5e3F",,TheChefsGardens,Northern IN
3419,"The San Diego Union-Tribune
BY ALEX RIGGINS
DEC. 27, 2021 6:39 PM PT
---------------------------------
TRUMP HAS GIVEN THESE RACIST-BIGOTS THE VOICE TO ACT UP SO.
https://t.co/bDVedKPQfx",,marcel334,NYC
3420,"No way because their savior said its good food

Just like he did with his warp speed vaxx

Look at him doing the NWO pose (Denver airport mural) ???

This man is trying to kill you #Qanons
#Qtards #Trump https://t.co/RlGYgBNvvB https://t.co/0dFJNkhcS4",,3tphtd,
3421,"@IndiaWilloughby @talkRADIO @thejamesmax Not one single response to this actually addresses the point that she said �You can choose to be gay�.
It's like watching trump supporters try and justify the terrible things he said.",,MonstaMaps,United Kingdom
3422,"@MarshaBlackburn Biden has shut it down for the vaccinated folks. If we get COVID-19, we're fine in a few days.

Trump counties have death rates almost 3 time more than Biden Counties.

But continue to kill off your MAGA base. I won't lose any sleep over it.",,RobInBaltimore,
3423,@theflamingcon @PlusStebe @PlankySmith @Pliny_theElder @EricRWeinstein Remember when a dude blew up an entire block in teneesse last year and the right wing media pretend it didn�t happen. Remember when the El Paso Walmart shooter named trump and Ben Shapiro as his heroes and said he needed to purge the Mexicans? I can go all day.,,capitalistslav3,
3424,"@politico Still pushing false narratives.  Trump literally said to peacefully protest.  Trump isnt responsible for the rioters on Jan 6,  like Obama wasn�t responsible for the killing of police officers in Dallas.",,rolcomb,
3425,"Stay tuned for today's New Year's Show! Bold predictions for 2022 -- Portnoy channels Trump, shakes up Barstool, the legend of the Wilbur and Kirk Minihane, the mullet will kill the internet and more. Don't miss it #SmugsyShow @YouTube @stoolpresidente @kirkminshow @tokenCEO https://t.co/2XCxf5tFco",,SmugsyGirl,Your Imagination
3426,Almost crashed into the Trump store In somonauk IL #fucktrump https://t.co/6NsCHzqCpK,,Angelcakes73,"Mendota, IL"
3427,@UnnamedSkeptic @papyfaye1 @espn even dumber than the statement former president trump made about injecting bleach and disinfectant to kill Covid?,,Swaggerboyplayz,
3428,"@tedcruz A white man, @KyleRittenhouse shoots and kills 2 white men &amp; mangles another bc they participated in a protest for Black Americans. 100ks of white men &amp; women stormed US Capital @ behest of #FLEDCRUZ &amp; Trump. 5 ppl died &amp; they hunted other mostly white politicians. Y downplayed? https://t.co/Wp42GPiBKN",,TxVoters4,
3429,@MartinKulldorff @DrJayRichards Weird how ppl missed the numerous occasions when Biden promised to not kill the economy but kill the virus. ?The only thing Biden has done at Warp Speed is veto Trump�s policies.,,sooneralum78,Texas
3430,@tedcruz Great story grandpa Cruz. Now tell us again the one about the thousands of Trump supporters who came to the capital to kill the vice president and most of Congress!!,,wolfsdstny,Florida Panhandle
3431,"@atensnut Republican have no care for Americans life...
Trump tried removing insurance from Americans during a global pandemic...herd ammunition will kill the world off...all hail the republican",,RobertBodine5,Utah
3432,"@RichLowry And 100 Congressmen and President Trump were in on it and supported it.  They all pressured Pence to break the law and tried to kill our democracy.  If Trump runs again, you will likely be the first in line to minimize everything leading up to Jan 6.",,texasvoter817,"Fort Worth, Texas"
3433,"@FPaulCouture1 @tribelaw They were trying to get to the senators to literally kill them. They were hunting Pelosi and others.
They wanted to forcefully change the outcome of the election, it wasn't a voter change as much as it was a coup. Once they secure trump back in charge it would be all over",,acidmindmelt,"Los Angeles, CA"
3434,"@AdamNMayer @JennyChachan Excellent comparison! To completely understand this, know that LA�s Hollywood crowd�s worst nightmare is to be irrelevant. And the inoculation to prevent irrelevancy is jumping onto the latest bandwagons ie climate change, gay marriage, BLM, hating Trump, &amp; now wokeness.",,EngAllanW,"California, USA"
3435,"@gregkellyusa The President spoke to a child about Santa Claus. His father decided to publicly, crudely politicize the call. POTUS pretended he didn�t understand.

How would you prefer he respond?  I guess he could�ve pulled a Trump:

�Yeah, well Santa is DEAD you little fucker!�",,ICallBUllToo,
3436,"�Events got out of control on January 6 when a protest after a speech by Trump and others turned into a riot on Capitol Hill�.�
The riot began before Trump had finished his speech, a decent walk away from the Capitol.",,13013B,"Columbus, Ohio"
3437,I loved voters when Trump was pres. You all didn�t take your foot off that mother fucker�s neck for a minute. I hated the made up shit but you still didn�t let that man breathe. But with Biden you all act like dummies and suddenly the president can do no wrong. Where did YOU GO?,,BombCandice,Venice Beach
3438,@Denise_TEW2013 @QuarantinedCoof that's because he tried to kill himself off by being turning his network into anti trump cluster disaster.,,dsheridansilva,The Seven Seas of Rhye
3439,And that's another thing that pisses me off about Trump. He couldn't stop sucking up to blacks the whole time he was president. I think he's racist against white people! #AntiWhiteRacism #TraitorTrump #FuckTrump https://t.co/0uIQUqM4vf,,CowBrandBaking,Vancouver
3440,"I was in the theater in my full glory and they took it from me, Culkin! THEY TOOK IT FROM ME!!!

I was SO HAPPY, AND NICK WAS LIKE, ""Don't you think that's excessive?!""

I DIDN'T GET TO KILL PEOPLE DURING TRUMP'S ADMINISTRATION, NICK! I THINK YOU SHOULD SHUT UP!",,HarmoniumGuard,The Void of my Soul
3441,"trump didn�t kill enough Americans for Marjorie Taylor Greene, so she�s taken up the mantle.",,butterwise,"Carrboro, NC"
3442,@torbor_n @RepRalphNorman @POTUS @SpeakerPelosi Again show me where trump told the police to lynch blacks or Mexicans Asians only until you do you�re pissing in the wind,,cadbuttons17,
3443,"@SeriusBall @ProblemChildFil @angryritaxpayer @repmorgan The Portland shooting was a psycho who showed up to a trump rally, not a death at a blm protest. The Charlottesville murderer came from out of town specifically to join the protest.",,ThorneMetaluna,
3444,@VLongobardo really incredible so BOOKS ON  self defence ?  how to kill people who don't have a gun?how to cheat the system like Trump ?mamamia  ?,,flora1930,
3445,"It is Wednesday December 29, 2021, 12:26:02. Joe Biden has not restored immigration opportunity to those denied under the Trump Administration's racist ""Muslim Ban"".",,tankiebot69420,
3446,@Shane_maps Biden endorsed marriage equality in 2012. The Trump admin tried to argue you could be fired for your sexuality in court in 2020. This person clearly has no LGBT people in their lives,,lyonpaa,
3447,"@Dex_Volcano @joncoopertweets Under Trump it was genocide he promoted anti-VAX injecting bleach and drugs that would kill people Trump is responsible for over 750,000 American deaths",,DJCarroll101,
3448,Trump and the ten:__1no god before me :fail 2:no graven images: fail 3:take the lords name in vain:yeah fail 4: keeping the sabbath holy:fail 5: honor thy mother &amp,, father:no grade 6:thou shalt not kill:failed 7:adultery fail 8:steal: fail 9:Bare false witness:fail 10 covet:fail,StevenJimerson
3449,"Laughable if TRUMP didn't literally KILL over 200K
with Gross Incompetence. FOX and Liars Like the Killed and are still Killing! Where is the FCC Lies are NOT FREE! Ben's a Good Dr. but Douchebag as person. https://t.co/wW1cqVtbk9",,1MikeyOB,"Boston,Ma"
3450,"@wlshlnr @dbluewave20 @PreetBharara It was Trump, his GQP enablers and financial backers (Koch Network) executing a coup against our democracy! It is still on going and unless we ALL step up to put an end to it, they will win and kill democracy in favor of Authoritarianism!! https://t.co/VJT3RbocSR",,ranj032753,
3451,@RandPaul Republicans are the ones who are trying to steal elections by gerrymandering and I guess you forgot that Trump supporters stormed the capital trying to kill the VP and speaker of the house.,,diablos49,
3452,@MarshaBlackburn ???????Trump said there was 15 cases and there would be zero soon. Trump said don�t test because there would be more cases. Trump said herd Immunity was his way to combat Covid. You supported this maniac that said try injecting bleach to kill the virus!??????????,,Artbird3,"Texas, USA"
3453,"@NatPolitical @atlemar @jonathanchait What??
You mean Kim Jung Il Trump looooooved so much?
What does it have to do with muslim ban?? Are you alright?",,DionAlbert12,
3454,"@NatPolitical @atlemar @jonathanchait Hahaha
Are you trying to claim Trump didn't hate muslim to his core?? Because Obama... ?",,DionAlbert12,
3455,Trump attacking Mexicans and saying we should build a wall is a good example of someone utilizing the southern strategy to get supporters and votes ? #Trump,,kevenswift,
3456,"Maybe the majority of Republican voters? The same people who were untroubled by the idea of ""a Muslim ban?"" https://t.co/lu59uIDSDa",,SethCotlar,"Salem, Or"
3457,@Jim_Jordan Trump called it a hoax. Then he said it would just go away. Then it was bright light will kill it. Then he said inject bleach to kill it. Trump was directly responsible for the deaths of 550000+ people from the Trump virus. Trump did nothing right when it came to the virus.,,Donclow3,
3458,"@Xrpinvestor3 @JKrishtanto @XRPLion1 @JoelKatz Anyone Greatly Awakened??? Sunny AF in the Valley of the Sun. No motherships, no EBS, no planes dropping because of EMP/solar flares? Did Trump stand between the Sun and Earth and absorb the solar flares do he could die for our sins? Or, did he hop in an XWing w Luke &amp; kill �em?",,BuyMyXRP4_100K,
3459,We have got to turn this around. Shame on the Trump GOP. There must be consequences for this. We are paying the Trump GOP to kill us. It's sickening. https://t.co/iY2A6wscBO,,emayaregee,Maryland
3460,"January 6, 2021: a day that will go down in history as one of the most shameful and infamous in American history. The day the president of the United States urged an armed mob to invade the US Congress and, in effect, overturn the US government.
https://t.co/S2QmaAWKUv https://t.co/J6TEExXegY",,redling_s,
3461,"@POTUS ALL THANKS TO COVID, NOT DEMOCRATS AND JOE...

COVID was the political reason they used to kill the economy.

Now that Trump is gone, they're allowing us to earn a living again.

COVID was the answer for Democrats, China. Iran, Russia, and most of the enemies of the US",,wjaz71,
3462,"@tribelaw It was a peaceful protest except from the FBI false flag agents that incited violence. Jill Sanborn of FBI stated there will be no charges of insurrection.  Treason was from Hillary, Steele , Strzok, Mccabe who used a fake dossier. &amp; admitted to wanting remove Trump by any means.",,brucejsmith3,
3463,A great thread from the Bad One. Obama organized marxist radical protest groups that continue fighting against Pres. Trump are organized and definitely not spontaneous. These are radical leftist haters. America destroying lunatics. All Obama. https://t.co/1dcCKL2c1a,,Robertchef77,
3464,"@AdorableDashie @BenevolentTator @BadBunnyTwitch It was a black lives matter protest, that he attended with a gun. He was there explicitly to protect property. I understand you believe self defense is a trump card that allows all nuance to be thrown out the window but I, and in fact much of the world, does not believe that.",,Baconsolidater,"West Chester, PA"
3465,This is a deliberate design to hurt Democrats &amp  Pres. Biden in elections. Trump's cult are brainwashed. They spread the virus  they clog up hospitals &amp attack med. Personnel  they use up resources &amp  kill people. They're deranged. ? https://t.co/VRIZUMIXhF,,WhiteTrashGal,"Hellscape, America"
3466,"@lovin_william @seanhannity Who's going to convict him while he's closely protected by an entire political party that depends on him for power? Merrick Garland? A good portion of the country would literally try to kill him, as Trump supporters have proven themselves willing to commit violence for Trump.",,solutions60,"Philadelphia, PA"
3467,"@Its_Notmyfault @WKiraW You operate under the mistaken belief that Trump hasn't done anything to warrant not only scorn but an inherent skepticism of the true nature of his moves. His default is racism. ""Mexicans are racists"" ""Shit-hole countries"" ""Good people on both sides"".",,alyssaAtHome,The U.S.? Not sure anymore...
3468,"i hate him but he made a really good take a long time ago about how the right gets its reality from the left.

Trump is seen as ""our guy"" cus the left portrays him as nationalist and anti lgbt. Jan 6 was a based national uprising instead of boomers protesting hard etc.",,AlthusserHIVcum,
3469,@JohnSmi42823890 @thehill No.  Cause he's gonna kill us.  He's worse than Donald Trump.,,bookofhenry6,"New Jersey, USA"
3470,TRUMP IS A SLUT.   Trump Endorses Alaska Gov. Mike Dunleavy � But Only if He Doesn't Back Sen. Lisa Murkowski https://t.co/CLhgvlk6dI,,LuluTenant,
3471,"People use religion to build up #trump, trash a capital, protest a virus, mistreat races, so I stay home and plan! #playarabbit #BlackLivesMatter #WhatCovidHasTaughtMe",,playarabbit,Fort Worth TX
3472,"@dhdyer @ComicDaveSmith Climate change can�t kill us, we are already dead from net neutrality and trump tax cuts",,josephblosef,
3473,"@NOLINER1 @ShizuruGaming @ericcampbelld @colbogus @anneof1000daze @newsmax And Trump used to support abortions. People change. That�s why it was such a shock that after his presidency, Trump finally said the vaccine doesn�t kill you, and actually helps you.",,BroadwayMan123,
3474,"@madrid_mike I've long seen the 2012-2015 period as the largest jump in polarization. Benghazi '12, Romney loses '12 (GOP transforms), Obamacare rollout '13, Rise of ISIS '14, Ferguson/BLM starts '14, Bundy Ranch '14, Refugee Crisis '15, gay marriage legalized '15, Trump runs '15 (2/2).",,ShitlordActual,
3475,"Don�t look up�or you might see that Covid vaccines - pushed both by Biden AND Trump - have killed tens of thousands, and will kill thousands more.

@dontlookupfilm @DontLookUpNews @NextFlix @GhostPanther #DontLookUp�

https://t.co/FjETzkC6f9",,Ranklediff, 
3476,@BorisJohnson was there today he must have told them to protest emulating Trump https://t.co/D3iUDeKRCJ,,Vanitarium,"Fife, Scotland"
3477,"@TheMechanic32 @MSNBC 1. If it was an attempt to overthrow the government, more than a few would�ve been armed. It was a protest, and it was one hell of a lot more peaceful than any of those by BLM which were labeled �mostly peaceful�
2. Trump will not get the nomination.",,JonMotivates,"Meridian, Idaho, USA"
3478,@VinceJKnight @itsJeffTiedrich @HelenM99801596 Then explain why Trump said he would love to do his own daughter? Why a 14 year old filed a claim against Trump for rape? He threatened to kill her and her family if she proceeded in court. He also allegedly raped a 13 year old in front of Epstein. He raped his 1st wife Ivanka.,,KenRStuart,"Winnipeg, Manitoba"
3479,"@OrthodoxFrog My weird aunt put it on because it has Leonardo DiCaprio in it. It is incredibly gay.

Basically it pretends that anti-vax conservatives control the entire state apparatus because female Trump is president.",,DasEichenlaub,
3480,"Quincy Jones Net Worth, Age, Wife, daughter, gay, Height, Wiki, Family, Bio, Girlfriend, Son, Dead, Parents, Birthday, Brother, Ethnicity, Father, Mother, Ivanka Trump, Nastassja Kinski, Peggy Lipton, Carol Reynolds, tupac
https://t.co/LzdFTgQcgZ",,newsattitude,Mumbai
3481,"It is Wednesday December 29, 2021, 11:26:01. Joe Biden has not restored immigration opportunity to those denied under the Trump Administration's racist ""Muslim Ban"".",,tankiebot69420,
3482,#NewYear2022 #strike let�s kill the #dow. Until @biden prosecutes trump for starters ! We have power ! We are the resistance. https://t.co/qU6PEgMMtX,,sharkgirlog,
3483,"@casualita1 @qsj115 @DogCatWI @Qsmom2 @McBrideLawNYC @julie_kelly2 @DarrenJBeattie Do you believe Jan 6 was totally a peaceful protest and no Trump supporter did anything wrong? Do you believe there was a mix of peaceful protestors, radical violent Trump supporters, as well as some agitators? If the latter you are in touch with reality. Otherwise you need help",,hornsed,
3484,"@TweetOfSteiner @cjones47 @KathrynTewson Agree. However...

Trump goes on TV, as you suggest, saying in spite of the bad data from the deep state trying to kill Americans in favor of the global cabal, he, Trump is going to do X, Y, and Z to save America. Police your neighborhoods, wear a mask &amp;c

America first!",,joshuaicore,"Here, not there"
3485,"@LangmanVince Michelle Obama: *stands by hypocritical husband that helped develop drone strike program both he and Trump used during their presidencies to kill 90%+ civilians*
Brain dead Conservatives for the 100th time: Hurr durr remember when she said america was racist?",,loudmouthwitch,
3486,In 2024 I will not be voting for Trump that would be a dangerous thing he already let a virus kill more then half the population of this country,,pereztogo,Hell on earth 
3487,@SussexHenryVIII The ole Trump catch &amp  kill strategy!,,MarieJamison9,Court of Montecito
3488,"@SamSacks Wait, what?  If the two responses are similar it's only because Trump has changed his mind and become more pro vax. Because he wants credit for the vax. Now. For the disease he called - ""the flu, like the flu"" and said would only kill 60K.",,sacrificialcall,
3489,"@SpeakerPelosi Blaming Trump for Jan 6th is like blaming the fish for getting hooked. Gen Milley called out the Guard for the BLM PROTEST. Warned by the NSA, CIA, FBI &amp; the entire military &amp; the Mayor�s request for Jan 6th Milley refused to call them out. If he had it couldn�t have ever happen https://t.co/d2rF0Hla7A",,mcforgod,
3490,"@Gamgee55 @blueheartedly You think the next GOP President will kill over 1 Million people? (Just over 821,000 confirmed so far. And Omicron just getting started.) We don't know how many died in the 1st 4 months. And we know Trump slowed testing when the #s were coming in higher than he liked.",,DragonHawk1959,
3491,"@EyeEyeCap @PussySommelier @undefeatedmatt Either stay home or vote third party, but whatever you do, don't vote for Trump.

While Biden may be worse in terms of policy, he doesn't have white nationalist lynch mobs ready to kill protestors at will.

By voting for Trump, you endorse all of that.",,SignsClear,"Europe, below sea level"
3492,It turns out they're trying to kill democracy right in the open https://t.co/VPeg4mMor5,,CREWcrew,"Washington, D.C."
3493,@KirolosSam @NYCLee5 @Fran09637399 @hunttexas1987 @Zeppy32815542 @TimCamp03 @snoopsmom123 @joedisomma @45Tara24 @RedWavesCA @LindaTrumpkins @LionPride1776 @1heartgirl @thatblondchic @raider_matthew @laura_7771 @cSEXI4 @nyclee105 @Jay432092081 @bigdaddy24485 @GumbeauxMike That�s exactly right! It�s not like J6 happened on Jan 20th. That might have been considered an �insurrection� had they been armed. DJT was still POTUS on J6 and #MAGA was there to peacefully protest a fraudulent election and support our President. They are such liars! Trump WON.,,reese62687564,
3494,"@NutsSoup @dceiver @WHCOS I'm familiar with what he actually said. There was a lot of nonsense about the 'alt-left' at the Charlottesville protest being just as bad as the alt-right, and equivocating Robert E. Lee with Washington and Jefferson, etc. The real issue is that white nationalists support Trump",,TehGav,Monster Island
3495,"@JoyceWhiteVance Peaceful protest needed for plan to progress says Navarro.

Does this suggest he called Trump during insurrection timeframe to intervene and restore conditions needed for plan? If not why not?",,Cowmilk17,
3496,@tribelaw Would someone please explain to me why Trump is not in jail? He may not have been a participant but he called for the riot &amp  insurrection. A person hires an assassin - he is as guilty of the kill as the killer. The excuse was he was President - he is no longer a pres &amp  never was.,,Muddi_Eye,"Texas, USA"
3497,@svdate Maybe DeSantis' strategy was to kill off the craziest of the Trump voters.,,BierQuaffer,"Minnesota, USA"
3498,@RogerRa09234150 @ArtysHouse @JimlikesBB @Admone7 @SeptRose70 @MichaelMacFTL @RealDoctorT @TifasWindmill @AngryFleas @truthgibbon @CRenwot @GrannysPaddle @JPizzle1385 @jvangent1001 @Erockdouble1 @Mattallica17 @TomDoubting @FriendOfThurlow @AntifaRioter @0hNoDano @InfoGuru16 @pjglad @AngryPamela @crazyjo43424351 @PamelaEdwards @teamphil @f_kyburz @CChampion_Z06 @NickDone8 @tesseract72 @SapphireXP @TellingNort @1Craic18 @zivaspeaks_ziva @BobsDog4 @John_iwas_ @PootDibou @deusxmach1na @mart380964061 @famousSheymus @dulcieburt @NHSouthernGirl @dianiline @FighterTh @modernista64 @seleln1 @WarTornTrump @McDonnellMJ @VirtualGStorm @mecapitulate Trump disbanded the preparedness team and tossed the detailed plan. Lied about the danger. Didn't take common-sense precautions and vilified those who did. Super-spread at every opportunity. He did everything he could to kill Americans. 1/2 https://t.co/HTCs8yH4IR,,JonRFleming,
