,tweets,label,username,location
321,"For me, the hardest part of watching that day unfold on tv was hearing Capitol Police repeatedly plea for help, seeing trump standing there watching it and smiling while he doesn't lift a finger to help them.

I hate him so much. Vile garbage human.
https://t.co/g0QeRm0Kwv",,Rindie611,"𝘊𝘢𝘭𝘪𝘧𝘰𝘳𝘯𝘪𝘢, 𝘜𝘚𝘈"
322,@mattyglesias He must really hate Trump’s trade protectionism.,,ConsDemo,
323,@MyOpinion815 I think Trump's supporters would be ok with a Dictatorship as long as they kept their station in society and all the people they hate were persecuted.  They seem to like men like Putin&amp; Kim.,,Myworldagain1,
324,@tahjr1996 @seanhannity @mikepompeo Who said kill? He will be held accountable and trump is the enemy. American or not!,,Angelinaaah2,
325,"I hope he is at a great hospital that can save his life!I truly HATE these people who believe their life is so much more important than anyone else’s!I also HATE trump who gave these morons a platform,let them crawl back under the rocks  the once lived under https://t.co/EYtAxownTF",,fineingredients,westfield nj
326,@PaybackRules @FoxNews Hmmm…. How did he kill anyone. And if by ur logic Biden has killed more people than Trump considering more people have died of Covid under Biden than Trump,,jpatrickb40,"Oklahoma City, OK"
327,"@SpiroAgnewGhost @UROCKlive1 I hate being one to retweet anything that Trump put up but in this case, it's warranted.",,JohnSRous1,"Bakersfield, CA"
328,"@Sulliview You're probably a nice person, but you have no idea why people hate the media so much. Pieces like this are why people hate the media so much. No one but the fringiest libs want to hear another damn word about Trump or Covid, and it's all you people can talk about.",,karnage_don,"Brooklyn, NY"
329,"Oh, the slut march, which was supposed to be about Women's rights, but was really just a bunch of fat, crazy lib women in vulgar hats whining about the election. These same people told Trump supporters to shut up and accept the results. https://t.co/spgOmcxoyC",,Jessiepaled,
330,"@gender_slut We are pretty terrible, that’s how you came upon us.

All of us vote conservative. It’s like Trump, but Biden, then DeSandis but also Newsom. Any other questions?",,LiberalParty17,
331,@ALRambler2 my father was told in the 60s to quit smoking that it would kill him.,,Trump_Videos,United States
332,Not all of trump tweets are the plague. Here we see that indeed he is an lgbt ally. Very supportive of a man’s coming to face his identity and living his best life. I think we all feel warm inside from this 🥰 https://t.co/008pwKBDQX,,ADHD_93,
333,"@SohoOrchids donate money to anti-lgbt and trump supporting campaigns (despite a big part of his fandom being... you know), and his apology was ""you can hate me thats just my opinion"", and i think he's still donating money to the same campaigns",,arogiris,saw bathroom
334,@BNODesk I hate Trump but the hypocrisy of American leftists lol. They lit into him for claims like this lol but I guess it’s (D)ifferent,,Tswizzie2,
335,"@MELANIATRUMP I thought you husband trump hate crypto? This is how the rich takes us for a fool. Donald Trump calls Bitcoin 'a scam against the dollar' 
https://t.co/IK4neQNRnO",,OmoikhefeObulor,Leicester
336,"@SladeCunningham @RonFilipkowski I hate trump as much as anyone can hate another human. That said, this is not a true quote. There are enough others to choose from.",,sbrook,
337,"@AaronParnas @Puma481910 Note for the trolls, I hate Trump &amp; all he stands for but asking fellow Americans to leave so they aren't heard nor hear our voices is devicive &amp; counter productive!

Now go back under your bridge!",,DerangedTT,
338,"I genuinely miss Donald Trump and his administration in the White House. They really did wonderful, a shame all the lies and things not reported on otherwise all but a few oligarchs would appreciate him. I hate you media and big tech, I wish you could see how evil you are.",,xHaskins,
339,"@ArtsBusiness2 @SenTedCruz Which will change based in what happens daily.
If Donald Trump came out tomorrow as a Suni Muslim, ted would convert.",,FvckTrump5,
340,"@jkempcpa Oh gosh. I cannot stand her because she is so smart, and she uses her smarts to promote hate and discontent. But, her ability to explain Trump is spot on.",,Lcmwriter100,
341,Why Trump's endorsement of Hungary's Viktor Orban matters https://t.co/l5hRQYqr17 via @msnbc Authoritarians do these things to kill a democracy. He's another Hitler.,,rrossrealtor,"Bentonville, AR"
342,"@gregkellyusa Why is the Committee allowed to be so one sided, with just prople who hate Trump allowed on it? Why can't something be done about it? No one is asking the right questions, especially about Nancy Pelosi and Ashlee Babbitt.",,MaryAnn27163628,
343,"@PeterHotez ...the level of their mentality &amp; thought permitting only what they did - hate &amp; fabricate conspiracy theory nonsense by way of spiteful retaliation. More, had Trump not been under treasonous siege by fraud from all directions, he would certainly have behaved differently. There-",,HeWalksinStorms,"Port Lavaca, Texas"
344,"@CampbellGambler @Ruby_Dusk @nafnared2 @hueg_as_d @keffals 80,000,000 people are brainwashed to hate Trump and are regretting their decision daily",,A_stylz282,
345,@cliftonaduncan Because theyre indoctrinated by media induced trump hate and pure ideology,,Jkid4,Maryland
346,"@CathyYoung63 Jan. 6 was no big deal, it was a protest march that turned into a small riot. Some of the protesters had hopes it would be bigger. Trump thought it would help him, others thought it would hurt him. That's it.",,DixonRandyt,
347,"@severn_studios @DuckFanGWR8 @Thomas_Don10 @VictownProduct @IdiotLaggy @magicrailwayst @thankyoubewell @TheLilWestern @LegoLover117 and not to mention that Biden is continuing the same shit Trump did during the Mexican immigration thing, I know both are bad and I hate both people for sweating at both, but you can't respect someone for being ""less bad"" or ""less good""",,AndBurguers, 🇧🇷
348,@iowamjm @RayBake @ChuckGrassley He’s was part of the plan to kill Pence and throw away our votes to install Trump as our forever president.,,Suburbanmom37,USA
349,"Huge: another layer of protection or the start of martial law? Their boss was trump sycophant acting AG Rosen. With their 'security' @GOP #147Sedition could have become 185 sedition.

Secret commandos with shoot-to-kill authority were at the US Capitol https://t.co/PNWRZTWq6g",,StephenGlahn,Texas
350,@rexzane1 She didn't answer the call!Despite overwhelming evidence she&amp; Repubs voted not 2impeach the 1st time.She violated her oath of office letting a guilty AF person off&amp;not defending the US from all enemies foreign&amp;domestic.Without her Trump doesn't kill 800k ppl &amp;Jan 6 doesn't happen,,genotwiggy420,
351,@John_WyCo_West Democrats chose to kill Americans because President Trump mentioned Hydroxychloroquine and Fauci knew it worked on Covid since 2005 when he said  it functions as a cure and vaccine 👇🏼👇🏼👇🏼👇🏼👇🏼 https://t.co/qblnghuxcI,,heagney_william,America 
352,I hate when I use a GIF that properly fits the situation but its a rapist ie. Big Ben Roethlisberger or a racist ie. Donald Trump or R. Kelly 🤷🏽‍♂️🤦🏽‍♂️,,ChiLottery,"Physically LA, Mentally CHI"
353,"The plan on Jan 6th was for the insurrectionists to capture (possibly kill) Pence and Pelosi--the next two people in line for the presidency.
In the resulting chaos, Trump would declare martial law under the Insurrection Act.
Cancel the inauguration, in order to remain in power.",,okourgiantakis,
354,McConnell and McCarthy hate themselves for licking Trump’s boots: report https://t.co/tbjmKJTGV4,,sddphoto,AZ
355,@SherrieCahn63 @Out5p0ken The attackers were two plus miles from the WH and they were rioting to protest the vote. Why would anyone think Trump was in danger?,,Thinktwicemore,
356,"Like Charlie Manson he got other mentally inferior barely humans to go and do strong arm and kill other humans so we the people Mr. Garland, must end all lives of these tRump sicko traitors this week.",,twodansmgtwo,"Greater Puget Sound, WA"
357,"after we Arrest
Eric Trump
let's concentrate on Ukraine
 and the Russian worms wanting to kill it.
 how do you punish Putin so that
 he loses power and is removed?
 maybe Donald Trump Jr. knows",,FanOfKurzweil,
358,How much longer do we have to listen to this Trump hate monger... https://t.co/bHuDzropta,,Faith40494834,Somewhere
359,"This is what I see that Trump has to give us.
I'd like to be wrong ☹️ there's nothing else
Theft &amp; Hate with full on Vindictiveness.
What is Trump Offering ALL OF US? Not just 74 million... No More. https://t.co/z4KL2fP6CE https://t.co/kT0Lze8cuJ",,TakeHeed2021,Remote/USA
360,@SHofstader @BeverlyCouch @RBReich Always the victim are the Democrats. Whatever socioeconomic  class they’re in. Obama had to do this. No. He could’ve  of veto . He was too weak. Biden had to leave Afghanistanbecause trump made an agreement. You people are hypnotized by hate. Don’t worry we got rid off slavery.,,crazystir1,
361,@Lazydaze46 @donie @jmoorheadcnn @McKennaEwen It's a cult. It's different than the normal party politics. Trump is the one who brought them out and joined them with others who hate the same things/people as they do. They will follow him to the end. They might just take us all down with them.,,JohnDevineVA,
362,"God I hate saying this but if Liz Cheney was in charge of the #Jan6Investigation Trump, his shitty family, and his scumbag enablers and co-conspirators would be in prison by now.",,Einsteinin209,"California, USA"
363,@nytimesworld And you guys didn't have their back. Chose to hate Donald Trump and push for lockdowns.,,Clint_714,
364,"The most romantic last words ever,  ""Allen""!    L❤️VE trump's hate every time. https://t.co/n2WFvaEMG7",,daisy_droplet,"California, USA"
365,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/THJnS8OoCF via @politico,,travismyers71,"Springfield, IL"
366,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/MTk4ILRFrE,,balls_claire,
367,@PeterMcCormack Feels like a Psy ops to get normal people to hate crypto/Bitcoin. Like getting the worst people on board will drive away people who don't want to be associated with the Trump's/Ted Cruz's of the world.,,DavidLieberman,Las Vegas
368,"@ScienceChannel @NASA Flat earth, GOP Kennedy Jr Resurrection,  gay frogs,  Trump won...what else??",,Cincichef72,
369,"They don't hate themselves.  #TraitorDrumpf gave them the tenacity to do the same kinds of shit to their citizens!
McConnell and McCarthy hate themselves for licking Trump’s boots: report https://t.co/yObqXRmBOd",,Elizabe61852611,
370,@tedcruz @nbcsnl Biden and Trump are not equally ridiculous. You know this. Which one of them accused your dad of conspiring to kill JFK?,,CurtRate,The other Vancouver
371,"@JudgeFergusonTX @Twitter Ask @khamenei_ir, he can threaten to kill Trump and Pompeo but is immune from Twitter intervention…🙄",,VVoble,Canberra
372,"It sure sounds like the Feds are desperate to get ahead of some bad news going public in a big way very soon.

Could it have anything to do with Trump’s press conference coming up on Thursday?

I wonder what he plans to reveal?
https://t.co/sI27rLyre1",,StoicSkeptical,🇺🇸
373,"So I just watched Home Alone 2 on @disneyplus which btw i really hope does the smart thing and makes an #EragonRemake and was shocked to see Donald Trump in it, it was just a short cameo scene but wow. btw dont get political with me as i hate politics regardless of party",,youngscholar12,"Los Angeles, California"
374,"Holy crap. I hope the DOJ expands on this.
 #Trump
#January6 

https://t.co/lVcF1jOkH9",,Wheezin1,
375,"Just more self-hating, closeted gay men unable to emotionally deal with their sexuality! #BrokebackBoys https://t.co/2euDF3CzPb",,45PutinsBitch,South Florida
376,"@ABC Jan. 6,A day that will live in Infamy. Just like Pearl Harbor. USA was attacked. The Enemy is Domestic Terrorist. Tried Overthrow the USA &amp; kill VP &amp; Congress &amp; install a Dictator. Follower’s of Trump. Cap. Police stopped em. USA must stop Traitor’s. Arrest &amp; Convict wrong doer’s",,MichaeHumphrey,
377,They resigned in protest over Jan. 6 — then never went after Trump again - POLITICOm https://t.co/edPJLxqZMf,,nevadakid88,
378,@PlagueRat0 @Liz_Wheeler Why would a father of an innocent baby kill his own son? That is a bad analogy. Trump had cause to fire Fauci and he didn't do it because he didn't want to be convicted on impeachment. Call it like it is,,ThomasjBombadil,
379,@IngrahamAngle has it been verified that the idiots participating in the Jan 6 protest/riot were Trump supporters? It smells like something dip-schiff 'Crats would do like the multi-racial so called white supremist tiki torch boys.,,eagleone10,California
380,"@Liz_Cheney Just because you hate Trump doesn't mean all of us do. And I've got news for you, Trump is for the Constitution more than most presidents have been. He is the head of this party now and for awhile to come. Get used to it or change parties. We want faithful Republicans",,PeggySc25624248,"Pico Rivera, CA"
381,"With her unstable obsession with Donald Trump, Liz Cheney hasn’t listed one policy she objected to. Jobs moving back to US? Energy independence? Border control? Not in bed with foreign countries that hate us? Opportunity zones? Prison reform? Covid vaccine? Strong military? WHAT?",,CathyPe63220996,
382,"It is Monday January 03, 2022, 22:26:01. Joe Biden has not restored immigration opportunity to those denied under the Trump Administration's racist ""Muslim Ban"".",,tankiebot69420,
383,"There are sane, serious people in government who’ll prevent a coup. IMO, Trump will thus, necessarily be charged, tried, &amp; convicted, bringing out the crazies who will be the fatal victims of Secret Commandos with Shoot-to-Kill Authority as per Newsweek 
https://t.co/9PHkak73Tc…",,AMacarthurNT,"Philadelphia, PA"
384,@eyeforfashion67 @ana_captures @AOC 🤣🤣🤣🤣I love when you trumpers get so worked up over your racism and hate. Can't even admit that it was trump and his downplaying and lying about the virus that allowed it to become such a problem here 🙄,,MeliTheChosen,"El Paso, TX"
385,I really f*ckin hate people that don’t think for themselves. It’s a real problem. It’s how we got trump. It pervades a lot. Y’all really listened to that bullsh*t about baker being better without Odell. Does that make any f*ckin sense? Just THINK.,,TheGroupChat_,
386,@37noah @ProudDem6 @Brocephus6 @MadeInTheUSANJ @Jim_Jordan Where was the hypocrisy? Love or hate trump he told it how it was. Sometimes the truth isn’t wrapped in sunshine and rainbows,,BuildTheWallPlz,"Naples, FL"
387,"@elonmusk @auren Or be in touch, in general, if you grew up in South Africa where they didn't even have a proper democracy with Apartheid.

Or if you've only been a US citizen since 2002.

Or if you're Donald Trump who was the alternative.

You have a way of making people hate you.",,NIK_VENTURE,
388,"@tedcruz @nbcsnl Poor little Ted is so desperate become president, so he’s constantly firing insane tweets trying to appeal the Trump base, yet they’ll always hate #LyingTed 

Give it up, little Ted.",,RpsAgainstTrump,
389,"@Nina_Ekman @Holly_4Congress You all were screaming trump was doing the same thing and then it comes out that he was actually telling the truth. But you hated the message because you hate the messenger. It doesn’t make the message wrong. Didn’t they do Candace Owen’s and others the same way, then after being",,DeplorableThats,
390,@MuChitown @Steven_R_Stice @DonaldJTrumpJr Trump didn’t kill people COVID did he pushed for the vaccine but I guess that was all Biden as well    Trump held the world accountable for their debts to America,,GlenWhitlock1,
391,"January 6, siege of the the american capitol committed by Trump followers, lead &amp; encouraged by many of GOP members: we need to remember, 71 million people voted for a twice impeached president. But worse, probably over 10 mill were armed and ready to kill if a civil war broke. https://t.co/cjVIdxlfsL",,v1nchero,United States
392,@AnthonyPosada6 @RepColinAllred Would that be the big businesses all ran by democrats because most fortune companies are and they unanimously hate Trump. And please let me know which year(s) 5.7 T was handed over because they literally did NOTHING under Trump and were Obama’s LBs handing out whatever he asked.,,krhchicago,
393,"@MarkBolan7 @MikeyDog @mikepompeo Trump meant well 👌 but was distracted with impeachments.., instigated by haters:
Dems, Leftist bais news media, Socialists (Communists), Muslim Brotherhood and 😈 Iranians regime, 
all ganged up against common enemy-Trump who's now Dems investigate 🔎; after leaving presidency!",,NaimiAbdulaziz,"Al Khobar, Saudi Arabia "
394,"@stadium_suana @MrAndyNgo @Twitter ANTIFA: Promote and praise death and violence - that's fine

Taliban: Anti human rights, anti women, anti LGBT, countless killed - that's fine

Trump: Mean tweets - banned for life",,JusticeTwerk,
395,"I hate the electoral college, but Trump's e-college win in 2016 was b/c he had the luck to narrowly win the tipping point states, not b/c of small state disproportionate power which created Bush's 2000 ""win."" DT's 2016 states had a larger pop than HRC's.
https://t.co/umVaYttTNq https://t.co/f7pDt9epVl",,BagehotFan,United States
396,That is 1 sharp photo of @GOP Trump(R)(Coup Leader to KILL America Democracy &amp; Install An Autocracy w/ Dictator)-Orange outfit matches his eyes perfectly (Willard Hotel War Room @GOP Trump's Anti-Semitic Racist Insurrectionist KKK NAZIs White Supremist Traitors ATTACKED Capitol) https://t.co/9C1M078tNn,,dwaynecobb,"Birmingham, AL"
397,@thehill @TheHillOpinion Trump supporters tried to kill him. Republicans won't vote for him. 🤣😂,,ScccageSteve,Da No 
398,"I am telling you #DeSantis &amp; #Republican party, in spite of #trump promoting #vaccination, want to kill as many #Republicans as possible. Don't ask me why, it's a mystery to me. 
#COVID19 #coronavirus #CovidTesting #Corona #Florida #Pandemie #vaccinate
https://t.co/Xwb65K1qoE",,doctorgfitness,"Arvada, CO"
399,"@NewYorkStateAG So obvious this is just AG campaigning for Governor of NY. 

She knows nobody will vote her if she doesn’t pretend she is going after trump. 

As much as I hate that clown, politicizing the office of AG is a disgrace. 

She will NEVER be Governor of NY.",,mimie701,New York
400,"@PasReport Welp these ""leaders"" are clearly everything the fake news media said trump was. Liberal Privelage exists",,Muslim_Patriot_,"Detroit, New York"
401,CHENEY IS A REAL BITCH!  HER DAD WAS NOT A GOOD MAN!  BUSHES HATE TRUMP AND PUT HER UP TO WHAT SHE IS TRYING TO DO TO OUR GREAT PRESIDENT🇺🇸 DJ TRUMP! YOU CANT FOOL THIS 🇺🇸LIZ https://t.co/kFaKlaPu1j,,woopoo63,
402,"@747flyboytim @Herbwells7 If the 60% don't turn out in sufficient numbers to reject trump and the 40%, then the 40% will proceed to put thousands of the 60% into camps (they won't be called camps, but camps they will be) as blood flows in the streets, because the 40% WILL incarcerate &amp; kill opponents. https://t.co/hlBPKQvLhH",,dtf1947,New York
403,You can’t fault them for trying to hide all their crimes so the Trump Family Starts Airing Dirty Laundry like Ivanka’s secret sexual affair with her dad and Don Jr. gay relationship with his plastic surgeon to Fight Off Subpoenas #SmartNews  https://t.co/Bd0ght7qBC,,TrumpLiePeople2,United States
404,"I guess if you're a cop's girlfriend, you probably voted for Trump. I just can't believe she volunteers that info.

To me it's like saying, ""I chose hate and crime over democracy."" You're missing a spoke if you think that clown should be POTUS. https://t.co/BmXibqIacq",,UnAcmeBonhomme,Musqueam territory
405,"Trump &amp; Mueller Report. Trump: ""Find 81k + votes""/ Georgia's Extortion case. Blackmailing Ukraine 2 find dirt on Biden. Handling pandemic; killing 1,000s @ hate rallies. NY Fraud w/AG James. Inciting Insurrection. Not 1 prosecutor who can find him guilty on any of these crimes?",,rochellemaginn2,
406,"@nytimes Jan. 6,A day that will live in Infamy. Just like Pearl Harbor. USA was attacked. The Enemy is Domestic Terrorist. Tried Overthrow the USA &amp; kill VP &amp; Congress &amp; install a Dictator. Follower’s of Trump.Cap. Police stopped em. USA must stop Traitor’s. Arrest &amp; Convict wrong doer’s.",,MichaeHumphrey,
407,"@chrisfarley71 Trump made you a lifetime DNC supporter? 

You hate him that much 🤣😂😂",,Stu_No_Gotz,"Hatfield, PA"
408,Trump was out first gay president https://t.co/qgUlJquhKh,,yaaaasqueef,Inside
409,"Trump doing a press conference later about Jan 6. Expected content: Deny Jan 6 involvement, spread fear and hate, tell more lies. Why expose ourselves to that bullshit by tuning in. Think I'll clean the chook shed out instead.",,surfdrone,Melbourne
410,"@mycorrectview @LMondegreene @StephenKing You're one weird dude kid. 
You hate Stephen King for writing 50+ books stories etc.
But you love FoxNews &amp; Trump who hate anyone who aren't white. 
Can you explain how you support people who hate you, for me?",,k7andre,
411,"@wizardofcause I didn't have any particularly strong feelings about Trump, other than he was not actually ""literally Hitler""

But, I do hate Pence. I wouldn't vote for Pence. At all. Under any condition.",,Nuvey727,"Utah, USA"
412,"Plan approved by Trump, law enforcement agents made up 'catastrophic response units' with sweeping authorities to do whatever necessary in officials' defense, even if it meant taking a life; focused on ‘high-risk operations’ rather than ‘crowd control.’
 https://t.co/vFEc5LojzQ",,DottieFincham,My Heart Is Always In Texas
413,"@donlemon @eliehonig @DonLemonTonight @donlemon we all remember that during BLM protest the bible and order delivery from Trump to dispell protest, and fact he just watched as ppl and his family asked him, shows he wanted them to do their worst, even harm his VP.",,My_name_is_Toby,"Atlanta, GA"
414,"@ProjectLincoln I was coming home from a ski trip, listening to the events unfold on the car radio with tears running down my cheeks. It was then that I truly had hate in my heart for Donald Trump.",,robbim60,
415,"@RobChrappa @GloJSimpson1 @RepLizCheney 2of2 The Jan6 ""rioters"" went way out of bounds. We agree with challenging the election results, but not the way they did! That was stupid of them! Protest, yeah, but peaceably. They were not peaceable, and Trump never called for anybody to do that.",,joesbooks,"Ends thoughts with a comma(,)"
416,"And Bush didn't? Bush brought us here. Trump is just an idiot. Bush runs the Biden administration. When the Jews start to protest vaccine mandates, a nazi policy, They will get my thanks and support but not until then. https://t.co/RJYcwbQOMK",,Lloydhart13,
417,"@LindseyGrahamSC Have you, or Trump condemned it? No, in fact Trump himself is organizing primary challengers against the very officials whom is supporters regularly threaten to kill. If that does not make you see what you are apart of, then what will?",,libfederalist,"New York, NY"
418,"@LanceUSA70 Hate to say this trump himself will never serve jail time. The kids maybe. But this country will never put a former potus in prison.  The optics are dangerous. But I wish we did and would, he deserves it.",,Sunflow36936582,"Pennsylvania, USA"
419,@SomethingsUP22 @JMLX16 @Trump4Prison24 @wolfsdstny @RBReich I hate fox... and trump lol.,,Jax007C,"Kentucky, USA"
420,@Stu_No_Gotz Because I hate Trump the actual human and believe 100% his personality and lack of empathy were an embarrassment of President.. doesn’t mean I love everything Democrats do .. I actually support many conservative issues more than Trump actually believes as a lifetime DNC supporter,,chrisfarley71,Philly/So Fla /Los Angeles
421,"Trump made America a whole lot worse for all minorities:

FBI Reports Hate Crimes at Highest Level in 12 Years
 https://t.co/IFXxaTVMew",,Api4Now,USA
422,"@SunDial46247110 @chipfranklin @drummike2012 You wouldn't be claiming Trump was God if your were Muslim. In Islam's shahada, “There is no god but Allah”.",,ljtcpa,"Colorado, USA"
423,I whole heartedly hate covid with a passion like more than Donald Trump,,_NiiKKii_D,"Connecticut, USA"
424,@RepLizCheney God message for America  Now! Lock TRUMP UP NOW and God will pay back all his lies fears Hate's cruelty and God will pay back all their wrong things doing in Jesus Christ name 🙏😇😇🙌💯 Amen,,LuisaSchwenke,
425,@TheLeoTerrell Trump hate is all they have.,,Dww05k,
426,"@JosephamillerII @mmg17543 @gatewaypundit @cmiller871 Trump's political appointee at DOJ ordered them.
https://t.co/p6fyaBetDe",,PeaceJu17778610,
427,"@mmg17543 @JosephamillerII @gatewaypundit Trump's DOJ political appointee Rosen ordered them:
https://t.co/p6fyaBetDe",,PeaceJu17778610,
428,@larryco38917731 @JudgeJoeBrownTV N yall hate Trump  n vote for biden lmfao,,TheRellDon,
429,"Republicans have a historic opportunity to redeem the nation, writes @gerardbaker. To save America, the GOP first has to save itself.
https://t.co/gKXVVDF7gb",,WSJopinion,New York
430,@NateBell4AR @RepDanCrenshaw No sedition from Trump. He knows that. So do you. You just hate one man more than you love a country.,,RayEvan21013086,Jonesboro Arkansas 
431,@DrEaMwOuNdS1 @solar_resister @carpddad @cdjinteriors @julie_kelly2 What's your point exactly? Radical Trump supporters hate both the DNC and RNC.,,0dvimes,
432,@wellsy13 @clownsrevill @FoxNews Sorry to leave you awaiting my reply. That must be frustrating for you. Yet again there is no 'hidden' meaning. Thats the point. Youre pretending not to see the obvious. Just admit youre doing it because you hate Trump. Anything else is pointless.,,TreyC06,
433,"Like Joe Dirt said: is this where you wanna be when Jesus comes back? Cause trump can’t save your eternal soul🤦🏽‍♀️ imagine being that incredibly Weak, weak minded, to follow Hate so blindly LORD HELP US🙏🏾💕",,tanyadupree79,United States
434,Do libs still hate Trump or have they just transitioned into seeing him as a lovable scamp or whatever already?,,primbprimb,
435,"Can't agree more! But journalists are addicted to this form of crack. Trump/Bannon followers eat this stuff up like candy, and those who hate both of them read this stuff too. So it's a win/win. Click bait/ratings-good for coffers/bottom line-terrible for country/democracy. https://t.co/60xVTPoGOW",,mikewaltercgtn,Washington DC 
436,"@CSAbot2 @HrothgarOlafson @Manny_Street @PrivacyWrites @americanduce YES Trump like leaders in South pumped up so much hate and fear that South went to war, invaded, tottered and killed to spread slavery to Pacific.

And -- they bragged they would keep killing to spread slavery.

Learn that first. Link  https://t.co/xa2bTAHyyX https://t.co/PfSh4zeM5v",,GrandMarkDC1,
437,The hate directed at this man proves that President Trump’s “mean” tweets weren’t the problem. His ideas &amp; followers were. If the same rules that applied to these haters were the same as those they imposed on him &amp; on everyone else. They would be suspended like @RepMTG https://t.co/D2P16gXTbB,,DewayneMizell,
438,@EllenTrailerDog I don't blame Trump for not shaking that North Korean soldiers hand. Keep in mind that this is a country who teaches it's citizens to hate America with a passion. Not only does this apply to President Trump but President Biden as well!,,ChrisBerglund9,Twitter
439,"@WalshFreedom @CNN It's the ""death by a thousand paper cuts"" syndrome. Five years ago, most of us could not understand the threat to our country that would result in Donald Trump seizing our White House. Inch by inch, papercut by papercut, we have been flayed without noticing one more cut will kill",,mrbarnard1,"Hollywood, CA"
440,"Very sickening. January 6th is coming up And Trump Still creating hate , using taxpayers funds and salary for lifetime. When he should be locked up and sanctioned from any media  providers.",,gamblerlost53,
441,@CNN @StCollinson I think the agent provocateurs and the police and security officers that literally ushered people into the Capitol building are far more responsible for January 6th then Trump was. Trump insisted that people remain peaceful and protest what many believe to be a stolen election,,christopher_924,"Covington, WA"
442,Yep! That evil with is demented in her hate for Trump. https://t.co/RfOvptuSbB,,brendaslynn,"Hoover, AL"
443,"25 percent said they view the day as a ""political protest protected under the First Amendment

As bad as 25% is, it's lower than the normal 33% when it comes to trump and his band of thugs.  

The Capitol riot's 'shifting sense of blame' https://t.co/fUTi8sT4CA via @Yahoo",,PammiebN,"PA, USA"
444,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/9qmig52Dof via @politico,,BarbMccown,
445,"1/
Truck driver is pissed off at Biden and the Democrats over product shortages.

: In the next few years this is going to be just like Cuba. I am so disgusted and hate all these communist Democrats. These filthy pigs have ruined everything. This didn't happen with Donald Trump.",,DavidRy77025793,"Cape Breton, Nova Scotia"
446,"@WFPB_Is_Best @GOP @gop hate homeless vets that flee red states to California,  but give money to a billionaire trump, instead of getting aid to homeless vets; and still won't stop degrading homeless vets on that Rupert Murdoch rothschild rockefeller @FoxNews entertainment #gop #foxnews channel.",,BeAVoter4Life,"Los Angeles, CA"
447,@TEDX2000 My original twitter was flagged because I called Trump out and his maga followers crap. So now I am stuck with this account trying to get my main account back. Some people hate the truth and some rather be blind.,,_LX562,
448,"the GOP candidate runs on an ""I Hate the Antichrist"" platform thus securing the key shitpost demographic that was key to Trump's 2016 coalition that he failed to maintain in 2020 https://t.co/O9TI2ioXan",,batouposting,France
449,"When thinking about America,
I strongly feel like, we need to fix out foundations as a whole. I hate that we’re fighting against each other instead of helping each other out. I think @trump is the right person for the job, I mean come on now he’s a billionaire😉🙄.  #CNN @KDVR",,kid_antichrist,
450,"@donlemon @eliehonig @DonLemonTonight None. Those who hate Trump are licking their chops.  Those who support Trump to varying degrees simply yawn and consider it a extension of the Russian Hoax,Two impeachments, and now this.
Try Again.",,TimBorchardt,Iowa City Iowa
451,"@smml38612069 @brithume Face the treason. Own it.  An attack on America by Trump, approved by the GOP, who hate America.",,larryb_01775,
452,"…back him as the 2024 Republican presidential nominee, &amp; in the midterms, will support his endorsed candidates.
If McConnell &amp; McCarthy hate anyone more than Trump, it might be themselves for licking the boots of the man they know was responsible for an attack on their own house",,arttajart,left coast
453,@gopclassics Pressure had been building on the Iranian regime from a growing anti-government protest movement. Trump successfully wiped out the Iranian anti-government protest movement overnight. Classic Trump - disregard the long game / big picture and instead always go for the quick PR win.,,BullSemi,"San Diego, CA"
454,@WajahatAli More appropriate- if @TheJusticeDept held them to account for being profiteering propaganda organs enabling+benefitting from trump/GOP destruction of democracy+#CovidGenocideForProfit.HATE SPEECH ≠ FREE SPEECH @COVIDOversight @POTUS,,ResistanceNomad,
455,@CarloFiore144 They did the same thing with Antifa and crashed marches and made Americans mad at black ppl.  They used Police shootings to make ppl hate white ppl. They used Antifa at the Capitol to make ppl hate Trump supporters. Its all propaganda.,,Unkrakenthetru1,
456,They resigned in protest over Jan. 6 — then never went after Trump again [So pathetic] https://t.co/uAK8mcPTFk,,bohemianglytz,"Savannah, GA"
457,"The Republican Party has no platform. They stand on a stage atop the 4 pillars of hate. trump voters are bound together by racism, bigotry, misogyny, and antisemitism. There is nothing else that has emerged from trump’s mouth. Republicans stay silent - Cowards on parade. https://t.co/o1uiI2BX56",,bmangh,"New Haven, CT"
458,"@WalshFreedom Here is the truth:

More of why I’m no longer a Republican:

Me: My agent and I decided I could make more money/get more fame if I branded myself as the “former republican guy that decided to hate trump”…",,winthorpphd,"Washington, DC"
459,"@OhNoSheTwitnt @kibblesmith I kind of think there’s a limiting factor there, though. I think Trump’s popularity was largely (though not completely!) based on his awkwardness, ignorance, and incompetence. I don’t think a “smart Trump” could capture the imagination of the base the same way. They hate smart!",,MatthewElmslie,Canada: unceded Algonquin land
460,"Cheney ,Romney and other rinos,hate Trump because he gave little people a voice. The elitists want us back in slavery. Oh yes,their owl god has said subjugate the masses.",,davideo1226,"Michigan, USA"
